desc,file_id_full,file_id_thumb,medium,title,year
"The Breakup of Ice at Lavacourt
Claude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396511,396510,oil,The Breakup of Ice at Lavacourt,1880
"Breakup of Ice, Grey Weather
Claude Oscar Monet  (1880)Museu Calouste GulbenkianPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6501,6500,oil,"Breakup of Ice, Grey Weather",1880
"The Bridge, Amsterdam
Claude Oscar Monet  (1874)Shelburne Museum, VTPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6265,6264,oil,"The Bridge, Amsterdam",1874
"The Bridge at Argenteuil
Claude Oscar Monet  (1874)Neue Pinakothek - Bayerische StaatsgemÃ¤ldesammlungenPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396424,396423,oil,The Bridge at Argenteuil,1874
"The Bridge at Argenteuil
Claude Oscar Monet  (1874)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",396418,396417,oil,The Bridge at Argenteuil,1874
"The Bridge at Argenteuil on a Grey Day
Claude Oscar Monet  (1876)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Thursday, 10 April 2014 by member kohn1foxPublic domain",438650,438649,oil,The Bridge at Argenteuil on a Grey Day,1876
"The Bridge at Bougival
Claude Oscar Monet  (1869)Currier Museum of Art - Manchester, NHPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6074,6073,oil,The Bridge at Bougival,1869
"Bridge at Dolceacqua
Claude Oscar Monet  (1884)Sterling and Francine Clark Art Institute - Williamstown, MAPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6837,6836,oil,Bridge at Dolceacqua,1884
"The Bridge at Vervy
Claude Oscar Monet  (1889)Philadelphia Museum of ArtPainting - oil on canvasUploaded Sunday, 23 September 2012 by member IrenePublic domain",227307,227306,oil,The Bridge at Vervy,1889
"The Bridge in Monet's Garden
Claude Oscar Monet  (1895-1896)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",45738,45737,oil,The Bridge in Monet's Garden,1895-1896
"The Bridge over the Water-Lily Pond
Claude Oscar Monet  (1905)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7730,7729,oil,The Bridge over the Water-Lily Pond,1905
"The Bridge over the Water-Lily Pond
Claude Oscar Monet  (1900)Art Institute of ChicagoPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7694,7693,oil,The Bridge over the Water-Lily Pond,1900
"Broad Landscape
Claude Oscar Monet  (1864-1866)Museum of Fine Arts - BostonDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154502,154501,pastel,Broad Landscape,1864-1866
"Burgo Marina at Bordighera
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6799,6798,oil,Burgo Marina at Bordighera,1884
"By the River at Vernon
Claude Oscar Monet  (1883)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6767,6766,oil,By the River at Vernon,1883
"By the Sea
Claude Oscar Monet  (1864)Private collectionPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5968,5967,oil,By the Sea,1864
"By the Seine, a Corner of the Bank
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",270635,270634,oil,"By the Seine, a Corner of the Bank",1881
"Cabins at Sainte-Adresse
Claude Oscar Monet  (1868)Private collectionPainting - oil on canvasUploaded Sunday, 30 June 2013 by member rocsdadPublic domain",329857,329856,oil,Cabins at Sainte-Adresse,1868
"Calm Weather, Fecamp
Claude Oscar Monet  (1881)Kunstmuseum BaselPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6565,6564,oil,"Calm Weather, Fecamp",1881
"Caloges and Boat at Ãtretat
Claude Oscar Monet  (1865-1870)Israel MuseumDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154517,154516,pastel,Caloges and Boat at Ãtretat,1865-1870
"Camille
(also known as The Woman in a Green Dress)Claude Oscar Monet  (1866)Kunsthalle BremenPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6020,6019,oil,Camille,1866
"Camille Embroidering
(also known as Madame Monet Embroidering)Claude Oscar Monet  (1875)The Barnes FoundationPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6317,6316,oil,Camille Embroidering,1875
"Camille in the Garden with Jean and His Nanny
Claude Oscar Monet  (1873)Sammlung E.G.BÃ¼hrlePainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6231,6230,oil,Camille in the Garden with Jean and His Nanny,1873
"Camille Monet and a Child in the Artist's Garden in Argenteuil
Claude Oscar Monet  (1875)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Monday, 5 August 2013 by member kohn1foxPublic domain",343139,343138,oil,Camille Monet and a Child in the Artist's Garden in Argenteuil,1875
"Camille Monet at the Window, Argenteuile
Claude Oscar Monet  (1873)Virginia Museum of Fine ArtsPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6243,6242,oil,"Camille Monet at the Window, Argenteuile",1873
"Camille Monet in Japanese Costume
Claude Oscar Monet  (1876)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6341,6340,oil,Camille Monet in Japanese Costume,1876
"Camille Monet in the Garden at the House in Argenteuil
Claude Oscar Monet  (1876)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6363,6362,oil,Camille Monet in the Garden at the House in Argenteuil,1876
"Camille Monet on a Garden Bench
Claude Oscar Monet  (1873)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",348104,348103,oil,Camille Monet on a Garden Bench,1873
"Camille Monet on Her Deathbed
Claude Oscar Monet  (1879)MusÃ©e d'OrsayPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6479,6478,oil,Camille Monet on Her Deathbed,1879
"Camille on the Beach
Claude Oscar Monet  (1870-1871)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6094,6093,oil,Camille on the Beach,1870-1871
"Camille on the Beach at Trouville
Claude Oscar Monet  (1870)Yale University Art GalleryPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",331150,331149,oil,Camille on the Beach at Trouville,1870
"Camille Sitting on the Beach at Trouville
Claude Oscar Monet  (1870-1871)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6090,6089,oil,Camille Sitting on the Beach at Trouville,1870-1871
"Camille with a Green Umbrella
Claude Oscar Monet  (1876)Private collectionPainting - oil on canvasUploaded Thursday, 1 August 2013 by member rocsdadPublic domain",340954,340953,oil,Camille with a Green Umbrella,1876
"Camille with a Small Dog
Claude Oscar Monet  (1866)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6018,6017,oil,Camille with a Small Dog,1866
"Canal in Amsterdam
Claude Oscar Monet  (1874)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6267,6266,oil,Canal in Amsterdam,1874
"Canal in Zaandam
Claude Oscar Monet  (1871)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6139,6138,oil,Canal in Zaandam,1871
"Cap Martin
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6859,6858,oil,Cap Martin,1884
"Cap Martin
Claude Oscar Monet  (1884)MusÃ©e des Beaux-Arts de TournaiPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6855,6854,oil,Cap Martin,1884
"Cap Martin
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6857,6856,oil,Cap Martin,1884
"A Cart on the Snow Covered Road with Saint-Simeon Farm
Claude Oscar Monet  (1865)MusÃ©e d'OrsayPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5990,5989,oil,A Cart on the Snow Covered Road with Saint-Simeon Farm,1865
"The Castle at Dolceacqua
Claude Oscar Monet  (1884)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6835,6834,oil,The Castle at Dolceacqua,1884
"The Castle in Antibes
Claude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7084,7083,oil,The Castle in Antibes,1888
"Cat Sleeping on a Bed
Claude Oscar Monet  (1865-1870)Private collectionDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154511,154510,pastel,Cat Sleeping on a Bed,1865-1870
"The Chapel of Notre-Dame-de-Grace, Honfleur
Claude Oscar Monet  (1864)Private collectionPainting - oil on canvasUploaded Monday, 15 October 2012 by member rocsdadPublic domain",238040,238039,oil,"The Chapel of Notre-Dame-de-Grace, Honfleur",1864
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7564,7563,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7582,7581,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899)Baltimore Museum of ArtPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7562,7561,oil,Charing Cross Bridge,1899
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7588,7587,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Saint Louis Art MuseumPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7586,7585,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Amgueddfa Cymru - CardiffPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7572,7571,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1901)Triton Museum of ArtDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154535,154534,pastel,Charing Cross Bridge,1901
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7566,7565,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7570,7569,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899-1901)Santa Barbara Museum of ArtPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7560,7559,oil,Charing Cross Bridge,1899-1901
"Charing Cross Bridge
Claude Oscar Monet  (1899)Museo Thyssen-BornemiszaPainting - oil on canvasUploaded Sunday, 15 December 2013 by member kohn1foxPublic domain",396736,396735,oil,Charing Cross Bridge,1899
"Charing Cross Bridge, Fog
Claude Oscar Monet  (1899-1901)Art Gallery of Ontario - TorontoPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7580,7579,oil,"Charing Cross Bridge, Fog",1899-1901
"Charing Cross Bridge, Fog on the Thames
Claude Oscar Monet  (1899-1901)Fogg Museum of Art - Harvard UniversityDrawing - pastelUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7592,7591,pastel,"Charing Cross Bridge, Fog on the Thames",1899-1901
"Charing Cross Bridge, London
Claude Oscar Monet  (1901)Art Institute of ChicagoPainting - oil on canvasUploaded Thursday, 27 June 2013 by member rocsdadPublic domain",348068,348067,oil,"Charing Cross Bridge, London",1901
"Charing Cross Bridge, London
Claude Oscar Monet  (1899-1901)Shelburne Museum, VTPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7558,7557,oil,"Charing Cross Bridge, London",1899-1901
"Charing Cross Bridge, London
Claude Oscar Monet  (1901)Private collectionDrawing - pastelUploaded Tuesday, 14 February 2012 by member rocsdadPublic domain",154538,154537,pastel,"Charing Cross Bridge, London",1901
"Charing Cross Bridge, Overcast Weather
Claude Oscar Monet  (1900)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7568,7567,oil,"Charing Cross Bridge, Overcast Weather",1900
"Charing Cross Bridge, Reflections on the Thames
Claude Oscar Monet  (1899-1901)Baltimore Museum of ArtPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7574,7573,oil,"Charing Cross Bridge, Reflections on the Thames",1899-1901
"Charing Cross Bridge (study)
Claude Oscar Monet  (1899-1901)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7590,7589,oil,Charing Cross Bridge (study),1899-1901
"Charing Cross Bridge, The Thames
Claude Oscar Monet  (1903)MusÃ©e des Beaux-Arts de LyonPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7578,7577,oil,"Charing Cross Bridge, The Thames",1903
"Charing Cross Bridge, The Thames
Claude Oscar Monet  (1899-1901)Yamagata Museum of ArtPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7576,7575,oil,"Charing Cross Bridge, The Thames",1899-1901
"The Chef, Pere Paul
Claude Oscar Monet  (1882)Ãsterreichische Galerie Belvedere - ViennaPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6667,6666,oil,"The Chef, Pere Paul",1882
"Chrysanthemums
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7520,7519,oil,Chrysanthemums,1897
"Chrysanthemums
Claude Oscar Monet  (1880-1881)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6555,6554,oil,Chrysanthemums,1880-1881
"Chrysanthemums
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Monday, 20 January 2003 by member rocsdadPublic domain",7524,7523,oil,Chrysanthemums,1897
"Chrysanthemums
Claude Oscar Monet  (1878)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6433,6432,oil,Chrysanthemums,1878
"Church at Jeufosse, Snowy Weather
Claude Oscar Monet  (1893)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7316,7315,oil,"Church at Jeufosse, Snowy Weather",1893
"The Church at Varengaville, Grey Weather
Claude Oscar Monet  (1882)Speed Art Museum - LouisvillePainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6651,6650,oil,"The Church at Varengaville, Grey Weather",1882
"The Church at Varengeville
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6707,6706,oil,The Church at Varengeville,1882
"The Church at Varengeville, against the Sunset
Claude Oscar Monet  (1882)Barber Institute of Fine Arts (University of Birmingham)Painting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6653,6652,oil,"The Church at Varengeville, against the Sunset",1882
"The Church at Varengeville and the Gorge of Les Moutiers
Claude Oscar Monet  (1882)Columbus Museum of Art (Ohio)Painting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6655,6654,oil,The Church at Varengeville and the Gorge of Les Moutiers,1882
"The Church at Varengeville, Morning Effect
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6705,6704,oil,"The Church at Varengeville, Morning Effect",1882
"The Church at Vetheuil
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Thursday, 13 September 2012 by member rocsdadPublic domain",220995,220994,oil,The Church at Vetheuil,1881
"The Church at Vetheuil
Claude Oscar Monet  (1878)Scottish National Gallery - National Galleries of ScotlandPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6421,6420,oil,The Church at Vetheuil,1878
"The Church at Vetheuil, Snow
Claude Oscar Monet  (1878-1879)MusÃ©e d'OrsayPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6447,6446,oil,"The Church at Vetheuil, Snow",1878-1879
